県名,日付,検査数,累積陽性者数,累積経路不明数,週間陽性率,日別経路不明数,日別陽性者数,週間陽性率（経路不明のみ）,日別検査数,陽性(発症日),陽性(経路不明)(発症日),陽性(渡航歴)(発症日)
青森県,2020/2/25,18,0,0,0,0,0,0,1,0,0,0
岩手県,2020/2/25,6,0,0,0,0,0,0,1,0,0,0
宮城県,2020/2/25,26,0,0,0,0,0,0,3,0,0,0
秋田県,2020/2/25,24,0,0,0,0,0,0,4,0,0,0
山形県,2020/2/25,25,0,0,0,0,0,0,5,0,0,0
福島県,2020/2/25,28,0,0,0,0,0,0,3,0,0,0
茨城県,2020/2/25,82,0,0,0,0,0,0,2,0,0,0
栃木県,2020/2/25,43,1,0,0.05,0,0,0,4,1,0,0
群馬県,2020/2/25,12,0,0,0,0,0,0,0,0,0,0
埼玉県,2020/2/25,82,4,0,0.018867925,0,0,0,10,1,0,0
千葉県,2020/2/25,186,11,6,0.038461538,0,0,0.038461538,15,0,0,0
東京都,2020/2/25,532,32,10,0.056179775,0,0,0.02247191,22,5,2,0
神奈川県,2020/2/25,635,18,7,0.083916084,0,0,0.034965035,20,3,1,1
新潟県,2020/2/25,47,0,0,0,0,0,0,2,2,1,0
富山県,2020/2/25,19,0,0,0,0,0,0,5,0,0,0
石川県,2020/2/25,76,4,1,0.235294118,0,0,0.058823529,2,1,0,1
福井県,2020/2/25,22,0,0,0,0,0,0,6,0,0,0
山梨県,2020/2/25,55,0,0,0,0,0,0,20,0,0,0
長野県,2020/2/25,40,1,1,0.033333333,1,1,0.033333333,5,0,0,0
岐阜県,2020/2/25,99,0,0,0,0,0,0,5,0,0,0
静岡県,2020/2/25,87,0,0,0,0,0,0,12,0,0,0
愛知県,2020/2/25,348,20,0,0.164556962,0,3,0,11,1,0,0
三重県,2020/2/25,38,1,0,0,0,0,0,0,0,0,0
滋賀県,2020/2/25,30,0,0,0,0,0,0,1,0,0,0
京都府,2020/2/25,71,2,1,0,0,0,0,7,0,0,0
大阪府,2020/2/25,95,1,0,0,0,0,0,7,6,0,0
兵庫県,2020/2/25,50,0,0,0,0,0,0,8,3,2,0
奈良県,2020/2/25,20,1,0,0,0,0,0,0,0,0,0
和歌山県,2020/2/25,707,13,2,0.001945525,0,0,0,9,1,0,0
鳥取県,2020/2/25,18,0,0,0,0,0,0,14,0,0,0
島根県,2020/2/25,20,0,0,0,0,0,0,1,0,0,0
岡山県,2020/2/25,27,0,0,0,0,0,0,5,0,0,0
広島県,2020/2/25,53,0,0,0,0,0,0,12,0,0,0
山口県,2020/2/25,24,0,0,0,0,0,0,3,0,0,0
徳島県,2020/2/25,6,1,0,0.166666667,0,1,0,0,0,0,0
香川県,2020/2/25,26,0,0,0,0,0,0,7,0,0,0
愛媛県,2020/2/25,25,0,0,0,0,0,0,7,1,1,0
高知県,2020/2/25,6,0,0,0,0,0,0,1,3,0,0
福岡県,2020/2/25,79,2,1,0.033898305,0,0,0.016949153,6,0,0,0
佐賀県,2020/2/25,13,0,0,0,0,0,0,3,0,0,0
長崎県,2020/2/25,24,0,0,0,0,0,0,3,0,0,0
熊本県,2020/2/25,83,5,2,0.263157895,0,2,0.105263158,3,1,0,0
大分県,2020/2/25,18,0,0,0,0,0,0,0,0,0,0
宮崎県,2020/2/25,17,0,0,0,0,0,0,4,0,0,0
鹿児島県,2020/2/25,28,0,0,0,0,0,0,1,0,0,0
沖縄県,2020/2/25,72,3,1,0.058823529,0,0,0.029411765,1,0,0,0
北海道,2020/2/26,222,39,29,0.217391304,7,8,0.161490683,52,6,6,0
青森県,2020/2/26,18,0,0,0,0,0,0,0,0,0,0
岩手県,2020/2/26,6,0,0,0,0,0,0,0,0,0,0
宮城県,2020/2/26,31,0,0,0,0,0,0,5,0,0,0
秋田県,2020/2/26,28,0,0,0,0,0,0,4,0,0,0
山形県,2020/2/26,29,0,0,0,0,0,0,4,0,0,0
福島県,2020/2/26,32,0,0,0,0,0,0,4,0,0,0
茨城県,2020/2/26,96,0,0,0,0,0,0,14,0,0,0
栃木県,2020/2/26,49,1,0,0.04,0,0,0,6,0,0,0
群馬県,2020/2/26,16,0,0,0,0,0,0,4,0,0,0
埼玉県,2020/2/26,101,4,0,0.016129032,0,0,0,19,0,0,0
千葉県,2020/2/26,237,14,6,0.048484848,0,3,0.03030303,51,1,0,0
東京都,2020/2/26,599,35,11,0.046511628,1,3,0.018604651,67,6,4,1
神奈川県,2020/2/26,656,19,7,0.076388889,0,1,0.027777778,21,2,1,0
新潟県,2020/2/26,48,0,0,0,0,0,0,1,0,0,0
富山県,2020/2/26,21,0,0,0,0,0,0,2,0,0,0
石川県,2020/2/26,78,4,1,0.235294118,0,0,0.058823529,2,0,0,0
福井県,2020/2/26,27,0,0,0,0,0,0,5,0,0,0
山梨県,2020/2/26,66,0,0,0,0,0,0,11,0,0,0
長野県,2020/2/26,51,2,1,0.05,0,1,0.025,11,0,0,0
岐阜県,2020/2/26,104,1,1,0.028571429,1,1,0.028571429,5,0,0,0
静岡県,2020/2/26,98,0,0,0,0,0,0,11,2,1,1
愛知県,2020/2/26,359,25,0,0.217948718,0,5,0,11,6,1,0
三重県,2020/2/26,43,1,0,0,0,0,0,5,0,0,0
滋賀県,2020/2/26,31,0,0,0,0,0,0,1,0,0,0
京都府,2020/2/26,78,2,1,0,0,0,0,7,0,0,0
大阪府,2020/2/26,112,2,0,0.014084507,0,1,0,17,2,0,0
兵庫県,2020/2/26,65,0,0,0,0,0,0,15,1,0,0
奈良県,2020/2/26,21,1,0,0,0,0,0,1,0,0,0
和歌山県,2020/2/26,727,13,2,0.002040816,0,0,0,20,0,0,0
鳥取県,2020/2/26,19,0,0,0,0,0,0,1,0,0,0
島根県,2020/2/26,20,0,0,0,0,0,0,0,0,0,0
岡山県,2020/2/26,29,0,0,0,0,0,0,2,0,0,0
広島県,2020/2/26,64,0,0,0,0,0,0,11,0,0,0
山口県,2020/2/26,27,0,0,0,0,0,0,3,0,0,0
徳島県,2020/2/26,9,1,0,0.111111111,0,0,0,3,0,0,0
香川県,2020/2/26,28,0,0,0,0,0,0,2,0,0,0
愛媛県,2020/2/26,33,0,0,0,0,0,0,8,0,0,0
高知県,2020/2/26,7,0,0,0,0,0,0,1,0,0,0
福岡県,2020/2/26,92,2,1,0.031746032,0,0,0.015873016,13,0,0,0
佐賀県,2020/2/26,19,0,0,0,0,0,0,6,0,0,0
長崎県,2020/2/26,27,0,0,0,0,0,0,3,0,0,0
熊本県,2020/2/26,101,5,2,0.147058824,0,0,0.058823529,18,0,0,0
大分県,2020/2/26,22,0,0,0,0,0,0,4,0,0,0
宮崎県,2020/2/26,18,0,0,0,0,0,0,1,0,0,0
鹿児島県,2020/2/26,29,0,0,0,0,0,0,1,0,0,0
沖縄県,2020/2/26,88,3,1,0.023255814,0,0,0.023255814,16,0,0,0
北海道,2020/2/27,273,54,40,0.234449761,11,15,0.177033493,51,5,1,0
青森県,2020/2/27,19,0,0,0,0,0,0,1,0,0,0
岩手県,2020/2/27,8,0,0,0,0,0,0,2,0,0,0
宮城県,2020/2/27,32,0,0,0,0,0,0,1,0,0,0
秋田県,2020/2/27,33,0,0,0,0,0,0,5,0,0,0
山形県,2020/2/27,34,0,0,0,0,0,0,5,0,0,0
福島県,2020/2/27,35,0,0,0,0,0,0,3,0,0,0
茨城県,2020/2/27,114,0,0,0,0,0,0,18,0,0,0
栃木県,2020/2/27,54,1,0,0.034482759,0,0,0,5,0,0,0
群馬県,2020/2/27,21,0,0,0,0,0,0,5,1,1,0
埼玉県,2020/2/27,109,4,0,0.016666667,0,0,0,8,1,0,0
千葉県,2020/2/27,261,14,6,0.040697674,0,0,0.023255814,24,1,1,0
東京都,2020/2/27,667,36,12,0.043650794,1,1,0.01984127,68,4,2,0
神奈川県,2020/2/27,676,22,10,0.083916084,3,3,0.041958042,20,1,1,0
新潟県,2020/2/27,59,0,0,0,0,0,0,11,1,0,0
富山県,2020/2/27,22,0,0,0,0,0,0,1,0,0,0
石川県,2020/2/27,81,5,1,0.294117647,0,1,0.058823529,3,0,0,0
福井県,2020/2/27,33,0,0,0,0,0,0,6,0,0,0
山梨県,2020/2/27,69,0,0,0,0,0,0,3,1,1,0
長野県,2020/2/27,63,2,1,0.043478261,0,0,0.02173913,12,0,0,0
岐阜県,2020/2/27,109,2,1,0.057142857,0,1,0.028571429,5,0,0,0
静岡県,2020/2/27,110,0,0,0,0,0,0,12,0,0,0
愛知県,2020/2/27,371,27,0,0.227848101,0,2,0,12,3,1,0
三重県,2020/2/27,50,1,0,0,0,0,0,7,0,0,0
滋賀県,2020/2/27,32,0,0,0,0,0,0,1,0,0,0
京都府,2020/2/27,87,2,1,0,0,0,0,9,1,0,0
大阪府,2020/2/27,132,3,0,0.027777778,0,1,0,20,2,2,0
兵庫県,2020/2/27,78,0,0,0,0,0,0,13,3,1,0
奈良県,2020/2/27,26,1,0,0,0,0,0,5,1,0,0
和歌山県,2020/2/27,738,13,2,0.002298851,0,0,0,11,0,0,0
鳥取県,2020/2/27,21,0,0,0,0,0,0,2,0,0,0
島根県,2020/2/27,21,0,0,0,0,0,0,1,0,0,0
岡山県,2020/2/27,32,0,0,0,0,0,0,3,0,0,0
広島県,2020/2/27,69,0,0,0,0,0,0,5,0,0,0
山口県,2020/2/27,30,0,0,0,0,0,0,3,0,0,0
徳島県,2020/2/27,15,1,0,0.083333333,0,0,0,6,0,0,0
香川県,2020/2/27,30,0,0,0,0,0,0,2,0,0,0
愛媛県,2020/2/27,41,0,0,0,0,0,0,8,0,0,0
高知県,2020/2/27,9,0,0,0,0,0,0,2,0,0,0
福岡県,2020/2/27,107,2,1,0,0,0,0,15,0,0,0
佐賀県,2020/2/27,22,0,0,0,0,0,0,3,0,0,0
長崎県,2020/2/27,30,0,0,0,0,0,0,3,0,0,0
熊本県,2020/2/27,117,5,2,0.106382979,0,0,0.042553191,16,0,0,0
大分県,2020/2/27,26,0,0,0,0,0,0,4,0,0,0
宮崎県,2020/2/27,19,0,0,0,0,0,0,1,0,0,0
鹿児島県,2020/2/27,30,0,0,0,0,0,0,1,0,0,0
沖縄県,2020/2/27,93,3,1,0,0,0,0,5,0,0,0
北海道,2020/2/28,325,66,52,0.223938224,12,12,0.177606178,52,6,4,0
青森県,2020/2/28,22,0,0,0,0,0,0,3,0,0,0
岩手県,2020/2/28,10,0,0,0,0,0,0,2,0,0,0
宮城県,2020/2/28,33,0,0,0,0,0,0,1,1,0,0
秋田県,2020/2/28,37,0,0,0,0,0,0,4,1,1,0
山形県,2020/2/28,38,0,0,0,0,0,0,4,0,0,0
福島県,2020/2/28,39,0,0,0,0,0,0,4,0,0,0
茨城県,2020/2/28,138,0,0,0,0,0,0,24,0,0,0
栃木県,2020/2/28,63,1,0,0.029411765,0,0,0,9,0,0,0
群馬県,2020/2/28,36,0,0,0,0,0,0,15,0,0,0
埼玉県,2020/2/28,124,4,0,0,0,0,0,15,1,1,0
千葉県,2020/2/28,315,14,6,0.029268293,0,0,0.014634146,54,1,0,0
東京都,2020/2/28,734,36,12,0.027681661,0,0,0.01384083,67,4,2,0
神奈川県,2020/2/28,697,24,11,0.076388889,1,2,0.041666667,21,4,4,0
新潟県,2020/2/28,71,0,0,0,0,0,0,12,1,0,0
富山県,2020/2/28,24,0,0,0,0,0,0,2,0,0,0
石川県,2020/2/28,83,6,1,0.294117647,0,1,0,2,0,0,0
福井県,2020/2/28,35,0,0,0,0,0,0,2,0,0,0
山梨県,2020/2/28,80,0,0,0,0,0,0,11,1,1,0
長野県,2020/2/28,83,2,1,0.032786885,0,0,0.016393443,20,0,0,0
岐阜県,2020/2/28,114,2,1,0.057142857,0,0,0.028571429,5,1,0,0
静岡県,2020/2/28,122,1,1,0.018518519,1,1,0.018518519,12,0,0,0
愛知県,2020/2/28,382,28,0,0.215189873,0,1,0,11,4,2,1
三重県,2020/2/28,58,1,0,0,0,0,0,8,0,0,0
滋賀県,2020/2/28,33,0,0,0,0,0,0,1,0,0,0
京都府,2020/2/28,96,2,1,0,0,0,0,9,3,1,1
大阪府,2020/2/28,168,4,0,0.03030303,0,1,0,36,3,1,0
兵庫県,2020/2/28,108,0,0,0,0,0,0,30,4,0,0
奈良県,2020/2/28,31,1,0,0,0,0,0,5,0,0,0
和歌山県,2020/2/28,755,13,2,0.003401361,0,0,0,17,0,0,0
鳥取県,2020/2/28,25,0,0,0,0,0,0,4,0,0,0
島根県,2020/2/28,25,0,0,0,0,0,0,4,0,0,0
岡山県,2020/2/28,38,0,0,0,0,0,0,6,0,0,0
広島県,2020/2/28,73,0,0,0,0,0,0,4,0,0,0
山口県,2020/2/28,33,0,0,0,0,0,0,3,0,0,0
徳島県,2020/2/28,16,1,0,0.1,0,0,0,1,0,0,0
香川県,2020/2/28,34,0,0,0,0,0,0,4,0,0,0
愛媛県,2020/2/28,48,0,0,0,0,0,0,7,0,0,0
高知県,2020/2/28,10,0,0,0,0,0,0,1,1,0,0
福岡県,2020/2/28,123,2,1,0,0,0,0,16,0,0,0
佐賀県,2020/2/28,27,0,0,0,0,0,0,5,0,0,0
長崎県,2020/2/28,35,0,0,0,0,0,0,5,0,0,0
熊本県,2020/2/28,132,5,2,0.083333333,0,0,0.033333333,15,0,0,0
大分県,2020/2/28,30,0,0,0,0,0,0,4,0,0,0
宮崎県,2020/2/28,30,0,0,0,0,0,0,11,0,0,0
鹿児島県,2020/2/28,37,0,0,0,0,0,0,7,0,0,0
沖縄県,2020/2/28,103,3,1,0,0,0,0,10,0,0,0
北海道,2020/2/29,394,70,56,0.175496689,4,4,0.139072848,69,6,0,0
青森県,2020/2/29,25,0,0,0,0,0,0,3,0,0,0
岩手県,2020/2/29,12,0,0,0,0,0,0,2,0,0,0
宮城県,2020/2/29,40,1,0,0.047619048,0,1,0,7,0,0,0
秋田県,2020/2/29,41,0,0,0,0,0,0,4,0,0,0
山形県,2020/2/29,43,0,0,0,0,0,0,5,0,0,0
福島県,2020/2/29,42,0,0,0,0,0,0,3,0,0,0
茨城県,2020/2/29,155,0,0,0,0,0,0,17,0,0,0
栃木県,2020/2/29,72,1,0,0,0,0,0,9,0,0,0
群馬県,2020/2/29,36,0,0,0,0,0,0,0,0,0,0
埼玉県,2020/2/29,145,4,0,0,0,0,0,21,1,0,0
千葉県,2020/2/29,360,14,6,0.017316017,0,0,0.004329004,45,0,0,0
東京都,2020/2/29,801,37,12,0.023952096,0,1,0.011976048,67,0,0,0
神奈川県,2020/2/29,717,24,11,0.048951049,0,0,0.034965035,20,4,0,0
新潟県,2020/2/29,82,1,1,0.025,1,1,0.025,11,2,0,0
富山県,2020/2/29,24,0,0,0,0,0,0,0,0,0,0
石川県,2020/2/29,86,6,1,0.235294118,0,0,0,3,0,0,0
福井県,2020/2/29,37,0,0,0,0,0,0,2,0,0,0
山梨県,2020/2/29,84,0,0,0,0,0,0,4,0,0,0
長野県,2020/2/29,94,2,1,0.028985507,0,0,0.014492754,11,0,0,0
岐阜県,2020/2/29,119,2,1,0.057142857,0,0,0.028571429,5,0,0,0
静岡県,2020/2/29,133,1,1,0.015873016,0,0,0.015873016,11,0,0,0
愛知県,2020/2/29,393,29,1,0.17721519,1,1,0.012658228,11,1,0,0
三重県,2020/2/29,64,1,0,0,0,0,0,6,0,0,0
滋賀県,2020/2/29,34,0,0,0,0,0,0,1,0,0,0
京都府,2020/2/29,105,2,1,0,0,0,0,9,1,1,0
大阪府,2020/2/29,196,4,0,0.025423729,0,0,0,28,5,3,0
兵庫県,2020/2/29,110,0,0,0,0,0,0,2,5,1,0
奈良県,2020/2/29,36,1,0,0,0,0,0,5,0,0,0
和歌山県,2020/2/29,760,13,2,0,0,0,0,5,0,0,0
鳥取県,2020/2/29,27,0,0,0,0,0,0,2,0,0,0
島根県,2020/2/29,29,0,0,0,0,0,0,4,0,0,0
岡山県,2020/2/29,41,0,0,0,0,0,0,3,0,0,0
広島県,2020/2/29,78,0,0,0,0,0,0,5,0,0,0
山口県,2020/2/29,37,0,0,0,0,0,0,4,0,0,0
徳島県,2020/2/29,24,1,0,0.055555556,0,0,0,8,0,0,0
香川県,2020/2/29,37,0,0,0,0,0,0,3,0,0,0
愛媛県,2020/2/29,56,0,0,0,0,0,0,8,0,0,0
高知県,2020/2/29,12,1,1,0.142857143,1,1,0.142857143,2,1,1,0
福岡県,2020/2/29,143,3,2,0.011363636,1,1,0.011363636,20,0,0,0
佐賀県,2020/2/29,29,0,0,0,0,0,0,2,0,0,0
長崎県,2020/2/29,39,0,0,0,0,0,0,4,0,0,0
熊本県,2020/2/29,159,5,2,0.023809524,0,0,0,27,0,0,0
大分県,2020/2/29,34,0,0,0,0,0,0,4,0,0,0
宮崎県,2020/2/29,41,0,0,0,0,0,0,11,0,0,0
鹿児島県,2020/2/29,45,0,0,0,0,0,0,8,0,0,0
沖縄県,2020/2/29,112,3,1,0,0,0,0,9,0,0,0
北海道,2020/3/1,464,72,57,0.138728324,1,2,0.10982659,70,5,1,0
青森県,2020/3/1,28,0,0,0,0,0,0,3,0,0,0
岩手県,2020/3/1,12,0,0,0,0,0,0,0,0,0,0
宮城県,2020/3/1,41,1,0,0.047619048,0,0,0,1,0,0,0
秋田県,2020/3/1,45,0,0,0,0,0,0,4,0,0,0
山形県,2020/3/1,48,0,0,0,0,0,0,5,0,0,0
福島県,2020/3/1,46,0,0,0,0,0,0,4,0,0,0
茨城県,2020/3/1,162,0,0,0,0,0,0,7,0,0,0
栃木県,2020/3/1,81,1,0,0,0,0,0,9,0,0,0
群馬県,2020/3/1,36,0,0,0,0,0,0,0,0,0,0
埼玉県,2020/3/1,157,4,0,0,0,0,0,12,2,0,1
千葉県,2020/3/1,405,15,6,0.016194332,0,1,0,45,5,1,2
東京都,2020/3/1,823,39,12,0.02994012,0,2,0.011976048,22,2,2,0
神奈川県,2020/3/1,738,27,13,0.069444444,2,3,0.048611111,21,0,0,0
新潟県,2020/3/1,87,1,1,0.023255814,0,0,0.023255814,5,2,1,0
富山県,2020/3/1,25,0,0,0,0,0,0,1,0,0,0
石川県,2020/3/1,88,6,1,0.235294118,0,0,0,2,0,0,0
福井県,2020/3/1,39,0,0,0,0,0,0,2,0,0,0
山梨県,2020/3/1,88,0,0,0,0,0,0,4,0,0,0
長野県,2020/3/1,98,2,1,0.030769231,0,0,0.015384615,4,0,0,0
岐阜県,2020/3/1,124,2,1,0.057142857,0,0,0.028571429,5,0,0,0
静岡県,2020/3/1,145,1,1,0.013888889,0,0,0.013888889,12,0,0,0
愛知県,2020/3/1,406,32,2,0.1875,1,3,0.025,13,3,0,0
三重県,2020/3/1,66,1,0,0,0,0,0,2,0,0,0
滋賀県,2020/3/1,37,0,0,0,0,0,0,3,0,0,0
京都府,2020/3/1,114,2,1,0,0,0,0,9,0,0,0
大阪府,2020/3/1,227,4,0,0.021428571,0,0,0,31,6,0,0
兵庫県,2020/3/1,118,1,1,0.012987013,1,1,0.012987013,8,3,0,0
奈良県,2020/3/1,41,1,0,0,0,0,0,5,0,0,0
和歌山県,2020/3/1,762,13,2,0,0,0,0,2,0,0,0
鳥取県,2020/3/1,30,0,0,0,0,0,0,3,0,0,0
島根県,2020/3/1,33,0,0,0,0,0,0,4,0,0,0
岡山県,2020/3/1,44,0,0,0,0,0,0,3,0,0,0
広島県,2020/3/1,82,0,0,0,0,0,0,4,0,0,0
山口県,2020/3/1,40,0,0,0,0,0,0,3,0,0,0
徳島県,2020/3/1,27,1,0,0.047619048,0,0,0,3,0,0,0
香川県,2020/3/1,38,0,0,0,0,0,0,1,0,0,0
愛媛県,2020/3/1,63,0,0,0,0,0,0,7,0,0,0
高知県,2020/3/1,15,2,1,0.2,0,1,0.1,3,2,1,1
福岡県,2020/3/1,154,3,2,0.011111111,0,0,0.011111111,11,0,0,0
佐賀県,2020/3/1,29,0,0,0,0,0,0,0,0,0,0
長崎県,2020/3/1,44,0,0,0,0,0,0,5,0,0,0
熊本県,2020/3/1,167,5,2,0.02247191,0,0,0,8,0,0,0
大分県,2020/3/1,38,0,0,0,0,0,0,4,0,0,0
宮崎県,2020/3/1,52,0,0,0,0,0,0,11,1,0,1
鹿児島県,2020/3/1,52,0,0,0,0,0,0,7,0,0,0
沖縄県,2020/3/1,122,3,1,0,0,0,0,10,0,0,0
北海道,2020/3/2,533,77,58,0.120822622,1,5,0.092544987,69,8,5,0
青森県,2020/3/2,29,0,0,0,0,0,0,1,0,0,0
岩手県,2020/3/2,13,0,0,0,0,0,0,1,0,0,0
宮城県,2020/3/2,43,1,0,0.05,0,0,0,2,0,0,0
秋田県,2020/3/2,56,0,0,0,0,0,0,11,0,0,0
山形県,2020/3/2,52,0,0,0,0,0,0,4,0,0,0
福島県,2020/3/2,51,0,0,0,0,0,0,5,2,0,1
茨城県,2020/3/2,172,0,0,0,0,0,0,10,0,0,0
栃木県,2020/3/2,91,1,0,0,0,0,0,10,0,0,0
群馬県,2020/3/2,43,0,0,0,0,0,0,7,0,0,0
埼玉県,2020/3/2,160,4,0,0,0,0,0,3,3,0,1
千葉県,2020/3/2,427,15,6,0.015625,0,0,0,22,1,0,0
東京都,2020/3/2,844,39,12,0.020958084,0,0,0.005988024,21,6,5,1
神奈川県,2020/3/2,758,31,13,0.090909091,0,4,0.041958042,20,1,1,0
新潟県,2020/3/2,121,5,1,0.065789474,0,4,0.013157895,34,2,0,0
富山県,2020/3/2,26,0,0,0,0,0,0,1,0,0,0
石川県,2020/3/2,91,6,1,0.117647059,0,0,0,3,0,0,0
福井県,2020/3/2,42,0,0,0,0,0,0,3,0,0,0
山梨県,2020/3/2,100,0,0,0,0,0,0,12,0,0,0
長野県,2020/3/2,106,2,1,0.028169014,0,0,0.014084507,8,0,0,0
岐阜県,2020/3/2,129,2,1,0.057142857,0,0,0.028571429,5,0,0,0
静岡県,2020/3/2,169,1,1,0.010638298,0,0,0.010638298,24,0,0,0
愛知県,2020/3/2,436,32,2,0.151515152,0,0,0.02020202,30,5,2,0
三重県,2020/3/2,68,1,0,0,0,0,0,2,2,1,0
滋賀県,2020/3/2,39,0,0,0,0,0,0,2,0,0,0
京都府,2020/3/2,123,2,1,0,0,0,0,9,1,1,0
大阪府,2020/3/2,250,6,0,0.030864198,0,2,0,23,2,1,0
兵庫県,2020/3/2,133,1,1,0.010989011,0,0,0.010989011,15,4,1,2
奈良県,2020/3/2,46,1,0,0,0,0,0,5,0,0,0
和歌山県,2020/3/2,774,13,2,0,0,0,0,12,0,0,0
鳥取県,2020/3/2,35,0,0,0,0,0,0,5,0,0,0
島根県,2020/3/2,40,0,0,0,0,0,0,7,0,0,0
岡山県,2020/3/2,52,0,0,0,0,0,0,8,0,0,0
広島県,2020/3/2,87,0,0,0,0,0,0,5,0,0,0
山口県,2020/3/2,46,0,0,0,0,0,0,6,0,0,0
徳島県,2020/3/2,29,1,0,0.043478261,0,0,0,2,0,0,0
香川県,2020/3/2,43,0,0,0,0,0,0,5,0,0,0
愛媛県,2020/3/2,71,1,0,0.018867925,0,1,0,8,0,0,0
高知県,2020/3/2,19,3,1,0.214285714,0,1,0.071428571,4,0,0,0
福岡県,2020/3/2,181,3,2,0.009259259,0,0,0.009259259,27,0,0,0
佐賀県,2020/3/2,29,0,0,0,0,0,0,0,0,0,0
長崎県,2020/3/2,52,0,0,0,0,0,0,8,0,0,0
熊本県,2020/3/2,192,5,2,0.017857143,0,0,0,25,0,0,0
大分県,2020/3/2,44,0,0,0,0,0,0,6,0,0,0
宮崎県,2020/3/2,59,0,0,0,0,0,0,7,0,0,0
鹿児島県,2020/3/2,55,0,0,0,0,0,0,3,0,0,0
沖縄県,2020/3/2,129,3,1,0,0,0,0,7,0,0,0
北海道,2020/3/3,604,79,58,0.110599078,0,2,0.082949309,71,3,0,0
青森県,2020/3/3,31,0,0,0,0,0,0,2,0,0,0
岩手県,2020/3/3,14,0,0,0,0,0,0,1,0,0,0
宮城県,2020/3/3,56,1,0,0.033333333,0,0,0,13,0,0,0
秋田県,2020/3/3,60,0,0,0,0,0,0,4,0,0,0
山形県,2020/3/3,57,0,0,0,0,0,0,5,0,0,0
福島県,2020/3/3,56,0,0,0,0,0,0,5,0,0,0
茨城県,2020/3/3,187,0,0,0,0,0,0,15,0,0,0
栃木県,2020/3/3,100,1,0,0,0,0,0,9,0,0,0
群馬県,2020/3/3,49,0,0,0,0,0,0,6,0,0,0
埼玉県,2020/3/3,182,4,0,0,0,0,0,22,4,2,2
千葉県,2020/3/3,492,16,6,0.016339869,0,1,0,65,0,0,0
東京都,2020/3/3,866,40,12,0.023952096,0,1,0.005988024,22,4,2,1
神奈川県,2020/3/3,779,32,13,0.097222222,0,1,0.041666667,21,1,0,1
新潟県,2020/3/3,176,5,1,0.03875969,0,0,0.007751938,55,2,0,0
富山県,2020/3/3,28,0,0,0,0,0,0,2,0,0,0
石川県,2020/3/3,93,6,1,0.117647059,0,0,0,2,0,0,0
福井県,2020/3/3,46,0,0,0,0,0,0,4,0,0,0
山梨県,2020/3/3,111,0,0,0,0,0,0,11,0,0,0
長野県,2020/3/3,126,2,1,0.011627907,0,0,0,20,0,0,0
岐阜県,2020/3/3,133,2,1,0.058823529,0,0,0.029411765,4,0,0,0
静岡県,2020/3/3,194,1,1,0.009345794,0,0,0.009345794,25,0,0,0
愛知県,2020/3/3,521,41,6,0.121387283,4,9,0.034682081,85,4,0,0
三重県,2020/3/3,81,1,0,0,0,0,0,13,0,0,0
滋賀県,2020/3/3,42,0,0,0,0,0,0,3,1,1,0
京都府,2020/3/3,143,3,1,0.013888889,0,1,0,20,0,0,0
大阪府,2020/3/3,313,8,1,0.032110092,1,2,0.004587156,63,6,2,0
兵庫県,2020/3/3,181,3,2,0.022900763,1,2,0.015267176,48,4,1,0
奈良県,2020/3/3,51,1,0,0,0,0,0,5,1,0,0
和歌山県,2020/3/3,802,13,2,0,0,0,0,28,0,0,0
鳥取県,2020/3/3,39,0,0,0,0,0,0,4,0,0,0
島根県,2020/3/3,45,0,0,0,0,0,0,5,0,0,0
岡山県,2020/3/3,56,0,0,0,0,0,0,4,0,0,0
広島県,2020/3/3,107,0,0,0,0,0,0,20,0,0,0
山口県,2020/3/3,51,0,0,0,0,0,0,5,0,0,0
徳島県,2020/3/3,38,1,0,0,0,0,0,9,0,0,0
香川県,2020/3/3,52,0,0,0,0,0,0,9,0,0,0
愛媛県,2020/3/3,84,1,0,0.016949153,0,0,0,13,0,0,0
高知県,2020/3/3,24,3,1,0.166666667,0,0,0.055555556,5,1,0,0
福岡県,2020/3/3,202,3,2,0.008130081,0,0,0.008130081,21,0,0,0
佐賀県,2020/3/3,31,0,0,0,0,0,0,2,0,0,0
長崎県,2020/3/3,65,0,0,0,0,0,0,13,0,0,0
熊本県,2020/3/3,207,5,2,0,0,0,0,15,0,0,0
大分県,2020/3/3,52,1,1,0.029411765,1,1,0.029411765,8,0,0,0
宮崎県,2020/3/3,66,0,0,0,0,0,0,7,0,0,0
鹿児島県,2020/3/3,68,0,0,0,0,0,0,13,0,0,0
沖縄県,2020/3/3,135,3,1,0,0,0,0,6,0,0,0
北海道,2020/3/4,714,82,61,0.087398374,3,3,0.06504065,110,3,1,0
青森県,2020/3/4,39,0,0,0,0,0,0,8,0,0,0
岩手県,2020/3/4,15,0,0,0,0,0,0,1,0,0,0
宮城県,2020/3/4,59,1,0,0.035714286,0,0,0,3,0,0,0
秋田県,2020/3/4,65,0,0,0,0,0,0,5,0,0,0
山形県,2020/3/4,62,0,0,0,0,0,0,5,0,0,0
福島県,2020/3/4,61,0,0,0,0,0,0,5,0,0,0
茨城県,2020/3/4,211,0,0,0,0,0,0,24,0,0,0
栃木県,2020/3/4,109,1,0,0,0,0,0,9,0,0,0
群馬県,2020/3/4,55,0,0,0,0,0,0,6,1,0,0
